id	db_id	x	y
31466	49722929	-77.0120919	38.9275407
31467	49722994	-77.0449248	38.8954395
31468	49723005	-77.0251162	38.8827569
31469	49723017	-77.0262094	38.9155863
31470	49723044	-76.999222	38.847805
31471	49723047	-76.9989313	38.8481054
31472	49723081	-76.9996595	38.8432476
29513	49723087	-76.9995132	38.8430653
29514	49723126	-77.0143161	38.8180558
29515	49723127	-77.0135503	38.8177862
29516	49723131	-77.0125673	38.8178468
29517	49723133	-77.016154	38.909247
29518	49723134	-77.004937	38.910581
29519	49723161	-77.002033	38.912602
29520	49723217	-76.97827	38.917957
29521	49723221	-76.988286	38.917815
29522	49723231	-76.988468	38.91917
29523	49723252	-76.944715	38.902338
29524	49723261	-77.0312686	38.9628035
29525	49723264	-77.0312351	38.9629246
29526	49723267	-76.958268	38.8688818
29527	49723269	-76.958516	38.8685666
29528	49723280	-76.993003	38.935459
29529	49723285	-76.994158	38.934495
29530	49723287	-76.9944274	38.9342698
29531	49723302	-76.979048	38.928964
29532	49723309	-76.978994	38.920228
29533	49723322	-77.0813109	38.9620841
29534	49723324	-77.08202	38.9620847
29535	49723335	-76.984888	38.9199822
29536	49723340	-76.984841	38.920244
29537	49723342	-76.984788	38.920323
29538	49723348	-77.046763	38.987872
29539	49723358	-77.046684	38.988125
29540	49723366	-77.0363218	38.9654249
29541	49723422	-77.037609	38.964449
29542	49723513	-76.9715968	38.8731512
29543	49723515	-77.072014	38.927529
29544	49723516	-77.072023	38.927778
29545	49723519	-76.972227	38.8727337
29546	49723528	-77.061833	38.934651
29547	49723529	-77.062073	38.935072
29548	49723532	-77.0106527	38.8694644
29549	49723539	-77.0509878	38.9335096
29550	49723544	-77.0346297	38.9518774
29551	49723592	-77.0352	38.953936
29552	49723598	-77.033021	38.942932
29553	49723601	-77.032725	38.942928
29554	49723707	-77.008054	38.932036
29555	49723792	-77.022975	38.819105
29556	49723811	-77.022467	38.820464
29557	49723815	-77.0194417	38.9288209
29558	49723816	-77.0193912	38.9285598
29559	49723919	-76.93024	38.889477
29560	49723977	-77.007754	38.961988
29561	49723981	-76.961939	38.887567
29562	49724031	-77.028562	38.9664
29563	49724042	-77.028488	38.9661403
29564	49724086	-77.0115909	38.8935786
29565	49724092	-77.0227874	38.8823132
29566	49724179	-77.0312388	38.8829802
29567	49724253	-77.014374	38.915886
29568	49724259	-76.9709393	38.8686631
29569	49724268	-76.99303	38.842458
29570	49724271	-76.9977851	38.8749162
29571	49724285	-76.952216	38.865256
29572	49724289	-76.9521998	38.8659714
29573	49724333	-76.974206	38.849308
29574	49724366	-77.0140866	38.8938824
29575	49724384	-77.018804	38.932691
29576	49724386	-76.994159	38.874618
29577	49724388	-76.9937827	38.8746306
29578	49724393	-76.9926674	38.8746307
29579	49724395	-77.0005587	38.874898
29580	49724447	-77.013373	38.851383
29581	49724449	-77.013572	38.851006
29582	49724452	-77.011529	38.852398
29583	49724478	-77.010159	38.856318
29584	49724499	-77.010006	38.858065
29585	49724508	-77.008941	38.859243
29586	49724578	-76.949461	38.921037
29587	49724678	-76.93696	38.9060745
29588	49724720	-77.0135499	38.8455144
29589	49724749	-76.985506	38.879017
29590	49724750	-76.9855059	38.8791063
29591	49724752	-76.943539	38.881751
29592	49724754	-76.943791	38.88161
29593	49724802	-77.009012	38.849941
29594	49724814	-77.007888	38.851755
29595	49724849	-77.006561	38.854656
29596	49724906	-77.0048354	38.8588973
29597	49724939	-77.019827	38.844145
29598	49724945	-77.020472	38.844311
29599	49724954	-77.021007	38.844381
29600	49725080	-77.017286	38.839823
29601	49725082	-77.0264105	38.8760728
29602	49725084	-77.025442	38.821811
29603	49725108	-77.025459	38.822273
29604	49725113	-77.024131	38.822288
29605	49725120	-77.022769	38.822303
29606	49725139	-77.021124	38.822394
29607	49725152	-77.01843	38.822619
29608	49725160	-77.018292	38.822534
29609	49725169	-77.018305	38.822282
29610	49725179	-77.018535	38.822159
29611	49725183	-77.020642	38.821997
29612	49725191	-77.021076	38.821969
29613	49725193	-77.021534	38.821962
29614	49725197	-77.021797	38.821954
29615	49725206	-77.02276	38.821849
29616	49725211	-77.024119	38.821834
29617	49725242	-77.022733	38.821048
29618	49725395	-77.008243	38.861295
29619	49725464	-77.011387	38.859862
32312	49725487	-77.0132005	38.8588534
32313	49725494	-77.012854	38.858322
32314	49725499	-77.012454	38.857991
32315	49725503	-77.011644	38.857357
32316	49725505	-77.003599	38.83071
32317	49725524	-77.003601	38.829268
32318	49725530	-77.011434	38.968217
32319	49725536	-77.030893	38.974298
32320	49725576	-77.0161926	38.8998121
32321	49725671	-77.00312	38.862094
32322	49725692	-77.004526	38.862216
32323	49725705	-77.004947	38.861312
32324	49725737	-77.0086065	38.855644
32325	49725844	-76.958227	38.910608
32326	49725862	-76.9650733	38.9159707
32327	49725881	-76.9651986	38.9149664
32328	49725885	-76.973487	38.911762
32329	49726164	-77.0002929	38.8692503
32330	49726171	-77.0074366	38.8550815
32331	49726196	-77.0546677	38.8921595
32332	49726250	-77.0521225	38.8905028
32333	49726266	-77.0205343	38.8212035
32334	49726274	-77.024593	38.816449
32335	49726311	-77.0010882	38.9529779
32336	49726318	-77.065902	38.936288
32337	49726338	-77.066386	38.937025
32338	49726341	-76.9883157	38.8792771
32339	49726342	-76.988084	38.879277
32340	49726381	-77.082318	38.932501
32341	49726383	-77.0819327	38.9323926
32342	49726390	-77.0722976	38.9183467
32343	49726410	-77.078774	38.919173
32344	49726414	-77.094522	38.922823
32345	49726417	-77.094326	38.922767
32346	49726419	-77.094156	38.922714
32347	49726425	-77.094173	38.923035
32348	49726427	-77.092917	38.923297
32349	49726439	-77.092749	38.923083
32350	49726460	-77.092112	38.922856
32351	49726464	-77.093641	38.923663
32352	49726534	-77.094281	38.923679
32353	49726535	-77.083774	38.95271
32354	49726536	-77.083779	38.953315
32355	49726537	-77.0820129	38.9521097
32356	49726558	-77.0728671	38.97053
32357	49726613	-77.080091	38.96102
32358	49726646	-77.093048	38.921363
32359	49726650	-77.091792	38.921466
32360	49726658	-77.092075	38.921463
32361	49726683	-77.092104	38.922084
32362	49726701	-77.090884	38.922109
32363	49726708	-77.094323	38.922383
32364	49726740	-77.056615	38.919694
32365	49726763	-77.058856	38.9209117
32366	49726875	-77.0311702	38.883067
32367	49726882	-77.030002	38.8828562
32368	49726889	-77.0284351	38.8828072
32369	49726893	-77.059424	38.92162
32370	49726929	-76.995958	38.849513
32371	49726946	-77.0729723	38.9192401
32372	49726950	-77.034293	38.936672
32373	49726961	-77.0241032	38.8209288
32374	49726968	-77.025443	38.820911
32375	49726976	-77.026619	38.820903
32376	49727001	-77.027003	38.823871
32377	49727004	-77.026981	38.824349
32378	49727022	-77.026715	38.82684
32379	49727034	-77.025496	38.827298
32380	49727047	-77.025992	38.826686
32381	49727056	-77.0262409	38.8262684
32382	49727062	-77.025654	38.826239
32383	49727069	-77.025438	38.8267
32384	49727073	-77.0264894	38.8238677
32385	49727074	-77.026418	38.823863
32386	49727077	-77.026303	38.823853
32387	49727089	-77.0240593	38.8235727
7	49727092	-77.0238486	38.8271966
32388	49727094	-77.023858	38.82602
32389	49727098	-77.023861	38.825623
32390	49727100	-77.023859	38.825299
32391	49727208	-77.091845	38.922412
32392	49727217	-77.092254	38.922352
32393	49727230	-77.092566	38.922154
32394	49727233	-77.0999196	38.9229475
32395	49727240	-77.099138	38.922607
32396	49727340	-77.075886	38.915559
32397	49727343	-77.076198	38.915554
32398	49727348	-77.076567	38.915545
32399	49727352	-77.0110335	38.8746349
32400	49727357	-77.075848	38.91492
32401	49727363	-77.076498	38.914906
32402	49727431	-76.973799	38.8887395
32403	49727435	-76.973822	38.8889271
32404	49727438	-76.9738285	38.8891568
32405	49727447	-76.9738299	38.8902128
32406	49727452	-76.9738413	38.890681
32407	49727453	-76.9738453	38.8909541
32408	49727458	-77.033236	38.956216
32409	49727484	-77.085888	38.907148
32410	49727496	-77.0850283	38.9069716
32411	49727509	-77.0841136	38.9066612
32412	49727521	-77.0728902	38.9169996
32413	49727565	-77.079717	38.9154
32414	49727589	-77.079043	38.91637
32415	49727596	-76.995774	38.835984
30460	49727637	-77.0013966	38.8652134
30461	49727708	-77.0454173	38.9605649
30462	49727748	-77.0445373	38.961475
30463	49727773	-77.043519	38.960966
30464	49727785	-77.0441513	38.9610216
30465	49727827	-77.0450024	38.8847139
30466	49727929	-77.0462961	38.9165696
30467	49727936	-76.966884	38.910105
30468	49728060	-76.964743	38.912594
30469	49728069	-77.021949	38.821055
30470	49728152	-77.0499834	38.8867117
30471	49728175	-77.049533	38.9096411
30472	49728201	-77.0530399	38.8993423
30473	49728208	-76.9565225	38.8836282
30474	49728611	-77.0559091	38.903748
30475	49728636	-77.0151815	38.8948101
30476	49728646	-77.0141826	38.8907986
30477	49728723	-77.0122079	38.8179263
30478	49728756	-76.95157	38.895981
30479	49728813	-77.0317976	38.8849798
30480	49728817	-77.0318611	38.8854562
30481	49728828	-76.9901477	38.8746334
30482	49728855	-76.9900777	38.8737041
30483	49728879	-76.9964211	38.8628658
30484	49728918	-76.9772482	38.8898033
30485	49728922	-76.9769344	38.8897523
30486	49728947	-76.9790703	38.9066575
30487	49728949	-76.982947	38.9006504
30488	49729003	-77.0523192	38.8899922
30489	49729135	-77.078035	38.943162
30490	49729146	-77.076507	38.942216
30491	49729179	-77.0102431	38.9072462
30492	49729182	-77.0084546	38.9072316
30493	49729205	-77.066353	38.924323
30494	49729368	-76.994153	38.9168517
30495	49729398	-77.067057	38.920638
30496	49729400	-77.031831	38.975805
30497	49729407	-76.9574863	38.8965631
30498	49729410	-76.9573998	38.8971512
30499	49729411	-76.9574186	38.8978401
30500	49729413	-76.9994291	38.9524856
30501	49729414	-76.9995161	38.9524718
30502	49729435	-77.000328	38.952752
30503	49729507	-76.9707062	38.8909761
11	49729551	-76.9705694	38.8887652
30504	49729557	-76.949958	38.897689
30505	49729558	-76.953429	38.897297
33450	49729618	-77.01969	38.825068
30506	49729677	-77.0494689	38.9027349
30507	49729679	-77.0405079	38.9058651
30508	49729688	-76.971402	38.895726
30509	49729701	-76.971791	38.896095
30510	49729710	-77.0125901	38.9417659
30511	49729711	-77.013315	38.942134
30512	49729731	-77.0517182	38.9093292
30513	49729752	-77.0524429	38.9096618
30514	49729772	-76.985376	38.910336
30515	49729799	-76.9582224	38.859418
30516	49729820	-77.0461622	38.9147479
30517	49729831	-77.0457974	38.9146099
30518	49729860	-76.953438	38.899687
30519	49729874	-77.0278986	38.8904832
30520	49729890	-77.0276543	38.8920917
30521	49729902	-77.0121802	38.8996615
30522	49729915	-77.0484579	38.9340003
30523	49729919	-77.0487734	38.9341394
30524	49729932	-77.0497091	38.9341771
30525	49729946	-77.0501779	38.9340043
30526	49729981	-77.0502305	38.9341026
30527	49729999	-76.9514164	38.8984847
30528	49730006	-77.0270342	38.8842796
30529	49730008	-77.0270385	38.883514
30530	49730129	-77.077029	38.943162
30531	49730227	-77.008741	38.8947954
30532	49730229	-77.008251	38.840079
30533	49730251	-77.008388	38.838168
30534	49730297	-76.990183	38.902739
30535	49730313	-76.980233	38.907959
30536	49730319	-77.0485795	38.8962534
30537	49730338	-77.0590865	38.901002
30538	49730351	-77.0080005	38.8971085
30539	49730422	-77.0533298	38.8994043
30540	49730516	-76.97511	38.906808
30541	49730650	-76.970112	38.906779
30542	49730684	-76.970744	38.908143
30543	49730741	-76.9889291	38.885797
30544	49730747	-76.989276	38.8860401
30545	49730749	-77.0148834	38.9385156
30546	49730760	-77.0107295	38.9426289
30547	49730762	-77.0089699	38.9379969
30548	49730798	-76.993892	38.93403
30549	49730806	-76.993691	38.932404
1606	49730820	-76.988888	38.866832
1607	49730831	-77.009048	38.957296
1608	49730840	-77.0085528	38.9575282
1609	49730863	-77.0334212	38.9620952
1610	49730879	-77.035463	38.962213
1611	49730888	-76.981481	38.879019
1612	49730919	-77.0020387	38.8876032
1613	49730921	-76.9862327	38.8605238
1614	49730927	-76.98704	38.8611817
1615	49730943	-76.9857767	38.8623095
1616	49730947	-76.998261	38.862163
1617	49730969	-76.9608514	38.8782729
1618	49730999	-76.95754	38.879968
1619	49731088	-76.948798	38.876175
1620	49731126	-76.9938114	38.9219537
1621	49731140	-77.013571	38.85778
1622	49731157	-77.015095	38.856034
1623	49731187	-76.956239	38.918744
1624	49731188	-77.009204	38.945691
1625	49731194	-77.008882	38.946052
1626	49731206	-77.0086521	38.9465231
1627	49731215	-77.053044	38.959396
1628	49731221	-77.05325	38.959423
1629	49731236	-77.04889	38.9186683
1630	49731242	-77.0490242	38.919269
1631	49731251	-77.056296	38.953741
1632	49731254	-77.0576398	38.9265722
1633	49731261	-77.0571053	38.9261247
1634	49731284	-77.0168687	38.8283907
1635	49731303	-77.051211	38.933979
1636	49731325	-77.0691524	38.9039044
1637	49731398	-77.028989	38.972518
1638	49731422	-77.0310246	38.972401
1639	49731438	-77.032445	38.972547
1640	49731467	-77.070977	38.957001
1641	49731469	-77.071276	38.957022
1642	49731508	-77.0541627	38.8995846
1643	49731509	-77.0166118	38.910525
1644	49731515	-77.062941	38.968992
1645	49731531	-77.063878	38.969448
1646	49731541	-77.0088457	38.8328009
1647	49731543	-77.002993	38.925243
1648	49731559	-77.006979	38.942014
1649	49731575	-77.007729	38.942305
1650	49731579	-77.0079781	38.9423641
1651	49731603	-77.0531166	38.9614023
1652	49731617	-77.052822	38.961178
1653	49731621	-77.0334241	38.956506
1654	49731629	-77.0329501	38.9566026
1655	49731654	-77.036389	38.96241
1656	49731659	-77.03691	38.962521
1657	49731666	-77.038312	38.96272
1658	49731670	-77.0242124	38.8828793
1659	49731699	-77.0241675	38.8848436
1660	49731712	-77.0570177	38.9202325
1661	49731736	-77.058786	38.921445
1662	49731745	-77.0123651	38.898891
1663	49731754	-76.9312183	38.8764772
1664	49731757	-76.9312296	38.8763321
1665	49731762	-76.999424	38.824548
1666	49731763	-76.990237	38.9432736
1667	49731767	-76.9883222	38.9432698
1668	49731838	-76.954801	38.895775
1669	49732011	-77.007213	38.8449291
1670	49732017	-76.9760636	38.8876059
1671	49732026	-76.9743308	38.8877756
1672	49732042	-76.9740562	38.8885643
1673	49732053	-77.0581191	38.9052411
1674	49732057	-77.0339644	38.8751897
1675	49732075	-77.0296063	38.8786528
1676	49732110	-77.063904	38.97205
1677	49732116	-77.0637097	38.9721662
1678	49732126	-77.0521955	38.9337645
1679	49732128	-77.003308	38.94055
1680	49732129	-77.003202	38.940741
1681	49732161	-77.018941	38.928558
1682	49732176	-76.994896	38.847505
1683	49732177	-76.996024	38.847525
1684	49732193	-77.0270393	38.9111208
1685	49732211	-77.026631	38.910765
1686	49732215	-77.0033751	38.9664143
1687	49732230	-77.0286347	38.9617378
1688	49732235	-77.0285524	38.961388
1689	49732272	-76.9977336	38.9325234
1690	49732286	-77.0281349	38.8920923
1691	49732288	-77.0012925	38.9317702
1692	49732292	-77.001294	38.9317199
1693	49732319	-76.9451429	38.9035863
1694	49732323	-76.945142	38.9037069
1695	49732327	-77.051416	38.9026491
1696	49732352	-76.9887481	38.8916084
1697	49732363	-76.9883139	38.8915821
1698	49732368	-77.0026784	38.9303255
1699	49732411	-77.000559	38.931394
1700	49732416	-77.000567	38.930553
1701	49732422	-77.0369287	38.926279
1702	49732428	-77.036475	38.9262753
1703	49732430	-76.996058	38.85507
1704	49732503	-77.053107	38.950753
1705	49732524	-77.053595	38.950471
1706	49732530	-76.9953231	38.8506059
1707	49732548	-76.9952176	38.8518428
1708	49732565	-77.025052	38.816409
1709	49732572	-77.0260068	38.8163933
1710	49732667	-77.058595	38.937025
1711	49732685	-77.059397	38.937091
31473	49732688	-77.0845028	38.9123841
31474	49732698	-77.084897	38.912025
31475	49732805	-77.007828	38.9517846
31476	49732854	-77.016749	38.927536
31477	49732884	-77.0186728	38.9280149
31478	49732906	-77.0852188	38.9129545
31479	49732907	-77.0852202	38.9128616
31480	49732919	-77.0855576	38.9126736
31481	49732921	-77.0175902	38.8208764
31482	49732924	-76.9457356	38.9021
31483	49733218	-77.008696	38.930516
31484	49733323	-76.958677	38.881979
31485	49733330	-76.9560504	38.8821211
31486	49733345	-76.9538858	38.8826076
31487	49733348	-76.9539663	38.8820251
31488	49733351	-77.0068227	38.9269337
31489	49733427	-77.015181	38.884031
31490	49733440	-77.0136747	38.8836706
31491	49733709	-77.0304439	38.8807522
31492	49733719	-76.9731789	38.8511507
31493	49733721	-76.9731081	38.8508882
31494	49733731	-76.971548	38.849689
31495	49733859	-76.958088	38.91399
31496	49733874	-76.957311	38.914643
31497	49733898	-76.956234	38.915773
31498	49733957	-76.96064	38.916583
31499	49733966	-77.0771697	38.9672205
31500	49733995	-77.010125	38.867284
31501	49734005	-77.0136747	38.8638171
31502	49734010	-77.013671	38.8646382
31503	49734014	-77.01098	38.84608
31504	49734071	-77.00995	38.848398
31505	49734077	-77.0152117	38.8935855
31506	49734087	-77.0397579	38.8883181
31507	49734101	-76.9506858	38.893074
31508	49734102	-76.9505503	38.8932588
31509	49734104	-77.0270376	38.9041715
31510	49734107	-77.0276385	38.9041609
31511	49734108	-77.0479262	38.9140998
31512	49734109	-77.0481525	38.9141013
31513	49734111	-77.0322018	38.9059437
31514	49734130	-77.034552	38.9066828
31515	49734134	-76.9191519	38.8971476
31516	49734137	-76.9762404	38.898947
31517	49734140	-76.983645	38.895396
31518	49734142	-76.983644	38.895463
31519	49734195	-76.971341	38.891593
31520	49734224	-76.972804	38.891941
31521	49734249	-76.97364	38.891439
31522	49734272	-77.1131714	38.9389092
31523	49734273	-77.1119482	38.9388095
31524	49734276	-76.938354	38.902736
31525	49734293	-76.937716	38.905007
